MovieIdsNew,movieId,title,genres
498,1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
499,1147,When We Were Kings (1996),Documentary
500,1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
501,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
502,1171,Bob Roberts (1992),Comedy
503,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
504,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
505,1175,Delicatessen (1991),Comedy|Drama|Romance
506,1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance
507,1178,Paths of Glory (1957),Drama|War
508,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
509,1183,"English Patient, The (1996)",Drama|Romance|War
510,1185,My Left Foot (1989),Drama
511,1186,"Sex, Lies, and Videotape (1989)",Drama
512,1188,Strictly Ballroom (1992),Comedy|Romance
513,1189,"Thin Blue Line, The (1988)",Documentary
514,1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance
515,1193,One Flew Over the Cuckoo's Nest (1975),Drama
516,1194,Cheech and Chong's Up in Smoke (1978),Comedy
517,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
518,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
519,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
520,1199,Brazil (1985),Fantasy|Sci-Fi
521,1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
522,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
523,1203,12 Angry Men (1957),Drama
524,1204,Lawrence of Arabia (1962),Adventure|Drama|War
525,1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
526,1207,To Kill a Mockingbird (1962),Drama
527,1208,Apocalypse Now (1979),Action|Drama|War
528,1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
529,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
530,1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
531,1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
532,1213,Goodfellas (1990),Crime|Drama
533,1214,Alien (1979),Horror|Sci-Fi
534,1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
535,1217,Ran (1985),Drama|War
536,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
537,1219,Psycho (1960),Crime|Horror
538,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
539,1221,"Godfather: Part II, The (1974)",Crime|Drama
540,1222,Full Metal Jacket (1987),Drama|War
541,1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
542,1224,Henry V (1989),Action|Drama|Romance|War
543,1225,Amadeus (1984),Drama
544,1226,"Quiet Man, The (1952)",Drama|Romance
545,1227,Once Upon a Time in America (1984),Crime|Drama
546,1228,Raging Bull (1980),Drama
547,1230,Annie Hall (1977),Comedy|Romance
548,1231,"Right Stuff, The (1983)",Drama
549,1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
550,1234,"Sting, The (1973)",Comedy|Crime
551,1235,Harold and Maude (1971),Comedy|Drama|Romance
552,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
553,1238,Local Hero (1983),Comedy
554,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
555,1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
556,1242,Glory (1989),Drama|War
557,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
558,1244,Manhattan (1979),Comedy|Drama|Romance
559,1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
560,1246,Dead Poets Society (1989),Drama
561,1247,"Graduate, The (1967)",Comedy|Drama|Romance
562,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
563,1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
564,1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
565,1251,8 1/2 (8½) (1963),Drama|Fantasy
566,1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
567,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
568,1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
569,1256,Duck Soup (1933),Comedy|Musical|War
570,1257,Better Off Dead... (1985),Comedy|Romance
571,1258,"Shining, The (1980)",Horror
572,1259,Stand by Me (1986),Adventure|Drama
573,1260,M (1931),Crime|Film-Noir|Thriller
574,1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
575,1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
576,1263,"Deer Hunter, The (1978)",Drama|War
577,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
578,1265,Groundhog Day (1993),Comedy|Fantasy|Romance
579,1266,Unforgiven (1992),Drama|Western
580,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
581,1268,Pump Up the Volume (1990),Comedy|Drama
582,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
583,1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
584,1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
585,1272,Patton (1970),Drama|War
586,1273,Down by Law (1986),Comedy|Drama|Film-Noir
587,1274,Akira (1988),Action|Adventure|Animation|Sci-Fi
588,1275,Highlander (1986),Action|Adventure|Fantasy
589,1276,Cool Hand Luke (1967),Drama
590,1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance
591,1278,Young Frankenstein (1974),Comedy|Fantasy
592,1279,Night on Earth (1991),Comedy|Drama
593,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
594,1281,"Great Dictator, The (1940)",Comedy|Drama|War
595,1282,Fantasia (1940),Animation|Children|Fantasy|Musical
596,1283,High Noon (1952),Drama|Western
597,1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
598,1285,Heathers (1989),Comedy
599,1286,Somewhere in Time (1980),Drama|Romance
600,1287,Ben-Hur (1959),Action|Adventure|Drama
601,1288,This Is Spinal Tap (1984),Comedy
602,1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
603,1290,Some Kind of Wonderful (1987),Drama|Romance
604,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
605,1292,Being There (1979),Comedy|Drama
606,1293,Gandhi (1982),Drama
607,1295,"Unbearable Lightness of Being, The (1988)",Drama
608,1296,"Room with a View, A (1986)",Drama|Romance
609,1297,Real Genius (1985),Comedy
610,1298,Pink Floyd: The Wall (1982),Drama|Musical
611,1299,"Killing Fields, The (1984)",Drama|War
612,1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
613,1301,Forbidden Planet (1956),Drama|Sci-Fi
614,1302,Field of Dreams (1989),Children|Drama|Fantasy
615,1303,"Man Who Would Be King, The (1975)",Adventure|Drama
616,1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
617,1305,"Paris, Texas (1984)",Drama|Romance
618,1307,When Harry Met Sally... (1989),Comedy|Romance
619,1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
620,1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
621,1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
622,1333,"Birds, The (1963)",Horror|Thriller
623,1334,"Blob, The (1958)",Horror|Sci-Fi
624,1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
625,1342,Candyman (1992),Horror|Thriller
626,1343,Cape Fear (1991),Thriller
627,1344,Cape Fear (1962),Crime|Drama|Thriller
628,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
629,1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller
630,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
631,1350,"Omen, The (1976)",Horror|Mystery|Thriller
632,1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
633,1354,Breaking the Waves (1996),Drama|Mystery
634,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
635,1357,Shine (1996),Drama|Romance
636,1358,Sling Blade (1996),Drama
637,1359,Jingle All the Way (1996),Children|Comedy
638,1366,"Crucible, The (1996)",Drama
639,1367,101 Dalmatians (1996),Adventure|Children|Comedy
640,1370,Die Hard 2 (1990),Action|Adventure|Thriller
641,1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
642,1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
643,1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
644,1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
645,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
646,1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
647,1377,Batman Returns (1992),Action|Crime
648,1378,Young Guns (1988),Action|Comedy|Western
649,1379,Young Guns II (1990),Action|Western
650,1380,Grease (1978),Comedy|Musical|Romance
651,1381,Grease 2 (1982),Comedy|Musical|Romance
652,1385,Under Siege (1992),Action|Drama|Thriller
653,1387,Jaws (1975),Action|Horror
654,1388,Jaws 2 (1978),Horror|Thriller
655,1389,Jaws 3-D (1983),Action|Horror
656,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
657,1393,Jerry Maguire (1996),Drama|Romance
658,1394,Raising Arizona (1987),Comedy
659,1395,Tin Men (1987),Comedy|Drama
660,1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
661,1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
662,1407,Scream (1996),Comedy|Horror|Mystery|Thriller
663,1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
664,1409,Michael (1996),Comedy|Drama|Fantasy|Romance
665,1411,Hamlet (1996),Crime|Drama|Romance
666,1416,Evita (1996),Drama|Musical
667,1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
668,1425,Fierce Creatures (1997),Comedy
669,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
670,1431,Beverly Hills Ninja (1997),Action|Comedy
671,1438,Dante's Peak (1997),Action|Thriller
672,1441,Benny & Joon (1993),Comedy|Romance
673,1446,Kolya (Kolja) (1996),Comedy|Drama
674,1449,Waiting for Guffman (1996),Comedy
675,1457,Fools Rush In (1997),Comedy|Drama|Romance
676,1459,Absolute Power (1997),Mystery|Thriller
677,1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
678,1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
679,1466,Donnie Brasco (1997),Crime|Drama
680,1476,Private Parts (1997),Comedy|Drama
681,1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
682,1483,Crash (1996),Drama|Thriller
683,1485,Liar Liar (1997),Comedy
684,1488,"Devil's Own, The (1997)",Action|Drama|Thriller
685,1499,Anaconda (1997),Action|Adventure|Thriller
686,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
687,1513,Romy and Michele's High School Reunion (1997),Comedy
688,1515,Volcano (1997),Action|Drama|Thriller
689,1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
690,1518,Breakdown (1997),Action|Thriller
691,1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
692,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
693,1541,Addicted to Love (1997),Comedy|Romance
694,1542,Brassed Off (1996),Comedy|Drama|Romance
695,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
696,1552,Con Air (1997),Action|Adventure|Thriller
697,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
698,1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
699,1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
700,1569,My Best Friend's Wedding (1997),Comedy|Romance
701,1573,Face/Off (1997),Action|Crime|Drama|Thriller
702,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
703,1584,Contact (1997),Drama|Sci-Fi
704,1586,G.I. Jane (1997),Action|Drama
705,1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
706,1588,George of the Jungle (1997),Children|Comedy
707,1589,Cop Land (1997),Action|Crime|Drama|Thriller
708,1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
709,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
710,1594,In the Company of Men (1997),Comedy|Drama
711,1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
712,1603,Mimic (1997),Horror|Sci-Fi|Thriller
713,1608,Air Force One (1997),Action|Thriller
714,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
715,1611,My Own Private Idaho (1991),Drama|Romance
716,1614,In & Out (1997),Comedy
717,1615,"Edge, The (1997)",Adventure|Drama
718,1616,"Peacemaker, The (1997)",Action|Thriller|War
719,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
720,1619,Seven Years in Tibet (1997),Adventure|Drama|War
721,1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
722,1625,"Game, The (1997)",Drama|Mystery|Thriller
723,1627,U Turn (1997),Crime|Drama|Mystery
724,1633,Ulee's Gold (1997),Drama
725,1635,"Ice Storm, The (1997)",Drama
726,1639,Chasing Amy (1997),Comedy|Drama|Romance
727,1641,"Full Monty, The (1997)",Comedy|Drama
728,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
729,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
730,1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
731,1653,Gattaca (1997),Drama|Sci-Fi|Thriller
732,1663,Stripes (1981),Comedy|War
733,1665,Bean (1997),Comedy
734,1672,"Rainmaker, The (1997)",Drama
735,1673,Boogie Nights (1997),Drama
736,1674,Witness (1985),Drama|Romance|Thriller
737,1676,Starship Troopers (1997),Action|Sci-Fi
738,1678,"Joy Luck Club, The (1993)",Drama|Romance
739,1680,Sliding Doors (1998),Drama|Romance
740,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
741,1687,"Jackal, The (1997)",Action|Thriller
742,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
743,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
744,1693,Amistad (1997),Drama|Mystery
745,1694,"Apostle, The (1997)",Drama
746,1701,Deconstructing Harry (1997),Comedy|Drama
747,1702,Flubber (1997),Children|Comedy|Fantasy
748,1704,Good Will Hunting (1997),Drama|Romance
749,1707,Home Alone 3 (1997),Children|Comedy
750,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
751,1713,Mouse Hunt (1997),Children|Comedy
752,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
753,1719,"Sweet Hereafter, The (1997)",Drama
754,1721,Titanic (1997),Drama|Romance
755,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
756,1727,"Horse Whisperer, The (1998)",Drama|Romance
757,1729,Jackie Brown (1997),Crime|Drama|Thriller
758,1732,"Big Lebowski, The (1998)",Comedy|Crime
759,1735,Great Expectations (1998),Drama|Romance
760,1747,Wag the Dog (1997),Comedy
761,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
762,1753,Half Baked (1998),Comedy
763,1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
764,1760,Spice World (1997),Comedy
765,1769,"Replacement Killers, The (1998)",Action|Crime|Thriller
766,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
767,1777,"Wedding Singer, The (1998)",Comedy|Romance
768,1779,Sphere (1998),Sci-Fi|Thriller
769,1784,As Good as It Gets (1997),Comedy|Drama|Romance
770,1792,U.S. Marshals (1998),Action|Crime|Thriller
771,1797,Everest (1998),Documentary|IMAX
772,1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
773,1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
774,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
775,1810,Primary Colors (1998),Comedy|Drama
776,1831,Lost in Space (1998),Action|Adventure|Sci-Fi
777,1833,Mercury Rising (1998),Action|Drama|Thriller
778,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
779,1835,City of Angels (1998),Drama|Fantasy|Romance
780,1862,Species II (1998),Horror|Sci-Fi
781,1873,"Misérables, Les (1998)",Crime|Drama|Romance|War
782,1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
783,1882,Godzilla (1998),Action|Sci-Fi|Thriller
784,1883,Bulworth (1998),Comedy|Drama|Romance
785,1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
786,1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
787,1888,Hope Floats (1998),Comedy|Drama|Romance
788,1892,"Perfect Murder, A (1998)",Thriller
789,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
790,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
791,1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
792,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
793,1911,Dr. Dolittle (1998),Comedy
794,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
795,1914,Smoke Signals (1998),Comedy|Drama
796,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
797,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
798,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
799,1920,Small Soldiers (1998),Animation|Children|Fantasy|War
800,1921,Pi (1998),Drama|Sci-Fi|Thriller
801,1923,There's Something About Mary (1998),Comedy|Romance
802,1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi
803,1927,All Quiet on the Western Front (1930),Action|Drama|War
804,1944,From Here to Eternity (1953),Drama|Romance|War
805,1945,On the Waterfront (1954),Crime|Drama
806,1947,West Side Story (1961),Drama|Musical|Romance
807,1949,"Man for All Seasons, A (1966)",Drama
808,1950,In the Heat of the Night (1967),Drama|Mystery
809,1951,Oliver! (1968),Drama|Musical
810,1952,Midnight Cowboy (1969),Drama
811,1953,"French Connection, The (1971)",Action|Crime|Thriller
812,1954,Rocky (1976),Drama
813,1955,Kramer vs. Kramer (1979),Drama
814,1956,Ordinary People (1980),Drama
815,1957,Chariots of Fire (1981),Drama
816,1958,Terms of Endearment (1983),Comedy|Drama
817,1959,Out of Africa (1985),Drama|Romance
818,1960,"Last Emperor, The (1987)",Drama
819,1961,Rain Man (1988),Drama
820,1962,Driving Miss Daisy (1989),Drama
821,1963,Take the Money and Run (1969),Comedy|Crime
822,1964,Klute (1971),Drama|Mystery
823,1965,Repo Man (1984),Comedy|Sci-Fi
824,1967,Labyrinth (1986),Adventure|Fantasy|Musical
825,1968,"Breakfast Club, The (1985)",Comedy|Drama
826,1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
827,1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
828,1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
829,1974,Friday the 13th (1980),Horror|Mystery|Thriller
830,1982,Halloween (1978),Horror
831,1991,Child's Play (1988),Horror|Thriller
832,1994,Poltergeist (1982),Horror|Thriller
833,1997,"Exorcist, The (1973)",Horror|Mystery
834,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
835,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
836,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
837,2003,Gremlins (1984),Comedy|Horror
838,2004,Gremlins 2: The New Batch (1990),Comedy|Horror
839,2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
840,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
841,2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
842,2010,Metropolis (1927),Drama|Sci-Fi
843,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
844,2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
845,2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
846,2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
847,2018,Bambi (1942),Animation|Children|Drama
848,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
849,2020,Dangerous Liaisons (1988),Drama|Romance
850,2021,Dune (1984),Adventure|Sci-Fi
851,2022,"Last Temptation of Christ, The (1988)",Drama
852,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
853,2025,Lolita (1997),Drama|Romance
854,2028,Saving Private Ryan (1998),Action|Drama|War
855,2034,"Black Hole, The (1979)",Children|Sci-Fi
856,2042,D2: The Mighty Ducks (1994),Children|Comedy
857,2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
858,2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
859,2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
860,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
861,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
862,2059,"Parent Trap, The (1998)",Children|Comedy|Romance
863,2060,BASEketball (1998),Comedy
864,2064,Roger & Me (1989),Documentary
865,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
866,2067,Doctor Zhivago (1965),Drama|Romance|War
867,2072,"'burbs, The (1989)",Comedy
868,2076,Blue Velvet (1986),Drama|Mystery|Thriller
869,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
870,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
871,2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
872,2082,"Mighty Ducks, The (1992)",Children|Comedy
873,2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
874,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
875,2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
876,2088,Popeye (1980),Adventure|Comedy|Musical
877,2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
878,2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
879,2093,Return to Oz (1985),Adventure|Children|Fantasy
880,2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
881,2096,Sleeping Beauty (1959),Animation|Children|Musical
882,2100,Splash (1984),Comedy|Fantasy|Romance
883,2105,Tron (1982),Action|Adventure|Sci-Fi
884,2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
885,2108,L.A. Story (1991),Comedy|Romance
886,2109,"Jerk, The (1979)",Comedy
887,2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
888,2112,Grand Canyon (1991),Crime|Drama
889,2114,"Outsiders, The (1983)",Drama
890,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
891,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
892,2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
893,2118,"Dead Zone, The (1983)",Thriller
894,2121,Cujo (1983),Horror|Thriller
895,2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
896,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
897,2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
898,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
899,2132,Who's Afraid of Virginia Woolf? (1966),Drama
900,2133,Adventures in Babysitting (1987),Adventure|Comedy
901,2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
902,2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi
903,2137,Charlotte's Web (1973),Animation|Children
904,2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
905,2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
906,2140,"Dark Crystal, The (1982)",Adventure|Fantasy
907,2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
908,2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
909,2143,Legend (1985),Adventure|Fantasy|Romance
910,2144,Sixteen Candles (1984),Comedy|Romance
911,2145,Pretty in Pink (1986),Comedy|Drama|Romance
912,2146,St. Elmo's Fire (1985),Drama|Romance
913,2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
914,2153,"Avengers, The (1998)",Action|Adventure
915,2160,Rosemary's Baby (1968),Drama|Horror|Thriller
916,2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
917,2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
918,2167,Blade (1998),Action|Horror|Thriller
919,2174,Beetlejuice (1988),Comedy|Fantasy
920,2176,Rope (1948),Crime|Drama|Thriller
921,2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
922,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
923,2188,54 (1998),Drama
924,2193,Willow (1988),Action|Adventure|Fantasy
925,2194,"Untouchables, The (1987)",Action|Crime|Drama
926,2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
927,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
928,2231,Rounders (1998),Drama
929,2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
930,2243,Broadcast News (1987),Comedy|Drama|Romance
931,2245,Working Girl (1988),Comedy|Drama|Romance
932,2247,Married to the Mob (1988),Comedy
933,2248,Say Anything... (1989),Comedy|Drama|Romance
934,2253,Toys (1992),Comedy|Fantasy
935,2262,About Last Night... (1986),Comedy|Drama|Romance
936,2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
937,2269,Indecent Proposal (1993),Drama|Romance
938,2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
939,2278,Ronin (1998),Action|Crime|Thriller
940,2279,Urban Legend (1998),Horror|Thriller
941,2282,Pecker (1998),Comedy|Drama
942,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
943,2289,"Player, The (1992)",Comedy|Crime|Drama
944,2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
945,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
946,2296,"Night at the Roxbury, A (1998)",Comedy
947,2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
948,2300,"Producers, The (1968)",Comedy
949,2301,History of the World: Part I (1981),Comedy|Musical
950,2302,My Cousin Vinny (1992),Comedy
951,2303,Nashville (1975),Drama|Musical
952,2311,2010: The Year We Make Contact (1984),Sci-Fi
953,2312,Children of a Lesser God (1986),Drama
954,2313,"Elephant Man, The (1980)",Drama
955,2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
956,2318,Happiness (1998),Comedy|Drama
957,2321,Pleasantville (1998),Comedy|Drama|Fantasy
958,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
959,2329,American History X (1998),Crime|Drama
960,2333,Gods and Monsters (1998),Drama
961,2334,"Siege, The (1998)",Action|Thriller
962,2335,"Waterboy, The (1998)",Comedy
